surface,slot,canonical_value,level,priority,category_hint,need_hint,gate_hint,is_protected,allow_nested,match_type,source,memo,use_typo,typo_threshold,use_embedding,embedding_text,embedding_threshold
재가 간병,coverage_focus,재가간병비,5,7600,재가간병보험,보장범위확인,detailed,N,N,contains,base_massive_v2,수술/입원/간병/장기요양 담보,Y,0.90,Y,재가 간병 재가간병비 재가간병보험 보장범위확인 수술/입원/간병/장기요양 담보,0.82
재가간병,coverage_focus,재가간병비,5,7600,재가간병보험,보장범위확인,detailed,N,N,contains,base_massive_v2,수술/입원/간병/장기요양 담보,Y,0.90,Y,재가간병 재가간병비 재가간병보험 보장범위확인 수술/입원/간병/장기요양 담보,0.82
재가급여,coverage_focus,장기요양서비스보장,5,7600,장기요양보험,보장범위확인,detailed,N,N,contains,base_massive_v2,수술/입원/간병/장기요양 담보,Y,0.90,Y,재가급여 장기요양서비스보장 장기요양보험 보장범위확인 수술/입원/간병/장기요양 담보,0.82
재발암,coverage_focus,재진단암진단비,5,7600,암보험,보장범위확인,detailed,N,N,contains,base_massive_v2,최신 암/고액 치료비 담보,Y,0.90,Y,재발암 재진단암진단비 암보험 보장범위확인 최신 암/고액 치료비 담보,0.82
재발암진단비,coverage_focus,재진단암진단비,5,7600,암보험,보장범위확인,detailed,N,N,contains,base_massive_v2,최신 암/고액 치료비 담보,Y,0.90,Y,재발암진단비 재진단암진단비 암보험 보장범위확인 최신 암/고액 치료비 담보,0.82
재진단암,coverage_focus,재진단암진단비,5,7600,암보험,보장범위확인,detailed,N,N,contains,base_massive_v2,최신 암/고액 치료비 담보,Y,0.90,Y,재진단암 재진단암진단비 암보험 보장범위확인 최신 암/고액 치료비 담보,0.82
재진단암진단비,coverage_focus,재진단암진단비,5,7600,암보험,보장범위확인,detailed,N,N,contains,base_massive_v2,최신 암/고액 치료비 담보,Y,0.90,Y,재진단암진단비 재진단암진단비 암보험 보장범위확인 최신 암/고액 치료비 담보,0.82
저체중아,coverage_focus,저체중아입원비,5,7600,태아보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,저체중아 저체중아입원비 태아보험 보장 치료 진단 수술 태아 어린이 성장 발달,0.82
저체중아 입원,coverage_focus,저체중아입원비,5,7600,태아보험,보장범위확인,detailed,N,N,contains,base_massive_v2,태아/어린이/발달 담보,Y,0.90,Y,저체중아 입원 저체중아입원비 태아보험 보장범위확인 태아/어린이/발달 담보,0.82
저체중아입원,coverage_focus,저체중아입원비,5,7600,태아보험,보장범위확인,detailed,N,N,contains,base_massive_v2,태아/어린이/발달 담보,Y,0.90,Y,저체중아입원 저체중아입원비 태아보험 보장범위확인 태아/어린이/발달 담보,0.82
전이암,coverage_focus,전이암진단비,5,7600,암보험,보장범위확인,detailed,N,N,contains,base_massive_v2,최신 암/고액 치료비 담보,Y,0.90,Y,전이암 전이암진단비 암보험 보장범위확인 최신 암/고액 치료비 담보,0.82
전이암 생활비,coverage_focus,암생활비,5,7600,암보험,보장범위확인,detailed,N,N,contains,base_massive_v2,최신 암/고액 치료비 담보,Y,0.90,Y,전이암 생활비 암생활비 암보험 보장범위확인 최신 암/고액 치료비 담보,0.82
전이암생활비,coverage_focus,암생활비,5,7600,암보험,보장범위확인,detailed,N,N,contains,base_massive_v2,최신 암/고액 치료비 담보,Y,0.90,Y,전이암생활비 암생활비 암보험 보장범위확인 최신 암/고액 치료비 담보,0.82
전이암진단비,coverage_focus,전이암진단비,5,7600,암보험,보장범위확인,detailed,N,N,contains,base_massive_v2,최신 암/고액 치료비 담보,Y,0.90,Y,전이암진단비 전이암진단비 암보험 보장범위확인 최신 암/고액 치료비 담보,0.82
정위 방사선,coverage_focus,정위적방사선치료비,5,7600,항암치료비보험,보장범위확인,detailed,N,N,contains,base_massive_v2,최신 암/고액 치료비 담보,Y,0.90,Y,정위 방사선 정위적방사선치료비 항암치료비보험 보장범위확인 최신 암/고액 치료비 담보,0.82
제왕 절개,coverage_focus,제왕절개수술비,5,7600,임신출산보험,보장범위확인,detailed,N,N,contains,base_massive_v2,여성/난임/임신출산/생애주기 담보,Y,0.90,Y,제왕 절개 제왕절개수술비 임신출산보험 보장범위확인 여성/난임/임신출산/생애주기 담보,0.82
제왕절개수술,coverage_focus,제왕절개수술비,5,7600,임신출산보험,보장범위확인,detailed,N,N,contains,base_massive_v2,여성/난임/임신출산/생애주기 담보,Y,0.90,Y,제왕절개수술 제왕절개수술비 임신출산보험 보장범위확인 여성/난임/임신출산/생애주기 담보,0.82
조산위험,coverage_focus,조산보장,5,7600,임신출산보험,보장범위확인,detailed,N,N,contains,base_massive_v2,여성/난임/임신출산/생애주기 담보,Y,0.90,Y,조산위험 조산보장 임신출산보험 보장범위확인 여성/난임/임신출산/생애주기 담보,0.82
조산입원,coverage_focus,조산보장,5,7600,임신출산보험,보장범위확인,detailed,N,N,contains,base_massive_v2,여성/난임/임신출산/생애주기 담보,Y,0.90,Y,조산입원 조산보장 임신출산보험 보장범위확인 여성/난임/임신출산/생애주기 담보,0.82
주야간보호,coverage_focus,장기요양서비스보장,5,7600,장기요양보험,보장범위확인,detailed,N,N,contains,base_massive_v2,수술/입원/간병/장기요양 담보,Y,0.90,Y,주야간보호 장기요양서비스보장 장기요양보험 보장범위확인 수술/입원/간병/장기요양 담보,0.82
주의력 결핍,coverage_focus,ADHD치료비,5,7600,정신건강보험,보장범위확인,detailed,N,N,contains,base_massive_v2,태아/어린이/발달 담보,Y,0.90,Y,주의력 결핍 ADHD치료비 정신건강보험 보장범위확인 태아/어린이/발달 담보,0.82
주의력결핍,coverage_focus,ADHD치료비,5,7600,정신건강보험,보장범위확인,detailed,N,N,contains,base_massive_v2,태아/어린이/발달 담보,Y,0.90,Y,주의력결핍 ADHD치료비 정신건강보험 보장범위확인 태아/어린이/발달 담보,0.82
주의력결핍,coverage_focus,ADHD진단비,5,7600,어린이건강보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,주의력결핍 ADHD진단비 어린이건강보험 보장 치료 진단 수술 태아 어린이 성장 발달,0.82
중과실,coverage_focus,교통사고처리지원금,5,7600,운전자보험,보장범위확인,detailed,N,N,contains,base_massive_v2,상해/생활/운전자/펫/여행/재물/배상 담보,Y,0.90,Y,중과실 교통사고처리지원금 운전자보험 보장범위확인 상해/생활/운전자/펫/여행/재물/배상 담보,0.82
중등도치매,coverage_focus,치매등급진단비,5,7600,치매보험,보장범위확인,detailed,N,N,contains,base_massive_v2,수술/입원/간병/장기요양 담보,Y,0.90,Y,중등도치매 치매등급진단비 치매보험 보장범위확인 수술/입원/간병/장기요양 담보,0.82
중이염,coverage_focus,어린이질병치료비,5,7600,어린이건강보험,보장범위확인,detailed,N,N,contains,base_massive_v2,태아/어린이/발달 담보,Y,0.90,Y,중이염 어린이질병치료비 어린이건강보험 보장범위확인 태아/어린이/발달 담보,0.82
중입자 치료,coverage_focus,중입자치료비,5,7600,중입자치료비보험,보장범위확인,detailed,N,N,contains,base_massive_v2,최신 암/고액 치료비 담보,Y,0.90,Y,중입자 치료 중입자치료비 중입자치료비보험 보장범위확인 최신 암/고액 치료비 담보,0.82
중입자치료비,coverage_focus,중입자치료비,5,7600,중입자치료비보험,보장범위확인,detailed,N,N,contains,base_massive_v2,최신 암/고액 치료비 담보,Y,0.90,Y,중입자치료비 중입자치료비 중입자치료비보험 보장범위확인 최신 암/고액 치료비 담보,0.82
중증치매,coverage_focus,치매등급진단비,5,7600,치매보험,보장범위확인,detailed,N,N,contains,base_massive_v2,수술/입원/간병/장기요양 담보,Y,0.90,Y,중증치매 치매등급진단비 치매보험 보장범위확인 수술/입원/간병/장기요양 담보,0.82
중환자실입원비,coverage_focus,중환자실입원비,5,7600,입원비보험,보장범위확인,detailed,N,N,contains,base_massive_v2,수술/입원/간병/장기요양 담보,Y,0.90,Y,중환자실입원비 중환자실입원비 입원비보험 보장범위확인 수술/입원/간병/장기요양 담보,0.82
지진,coverage_focus,지진손해보장,5,7600,지진보험,보장범위확인,detailed,N,N,contains,base_massive_v2,상해/생활/운전자/펫/여행/재물/배상 담보,Y,0.90,Y,지진 지진손해보장 지진보험 보장범위확인 상해/생활/운전자/펫/여행/재물/배상 담보,0.82
지진손해,coverage_focus,지진손해보장,5,7600,지진보험,보장범위확인,detailed,N,N,contains,base_massive_v2,상해/생활/운전자/펫/여행/재물/배상 담보,Y,0.90,Y,지진손해 지진손해보장 지진보험 보장범위확인 상해/생활/운전자/펫/여행/재물/배상 담보,0.82
직장암,coverage_focus,대장암진단비,5,7600,암보험,보장범위확인,detailed,N,N,contains,base_massive_v2,부위별 암 담보,Y,0.90,Y,직장암 대장암진단비 암보험 보장범위확인 부위별 암 담보,0.82
질병 수술,coverage_focus,질병수술비,5,7600,질병수술비보험,보장범위확인,detailed,N,N,contains,base_massive_v2,수술/입원/간병/장기요양 담보,Y,0.90,Y,질병 수술 질병수술비 질병수술비보험 보장범위확인 수술/입원/간병/장기요양 담보,0.82
질병 후유장해,coverage_focus,질병후유장해,5,7600,질병후유장해보험,보장범위확인,detailed,N,N,contains,base_massive_v2,상해/생활/운전자/펫/여행/재물/배상 담보,Y,0.90,Y,질병 후유장해 질병후유장해 질병후유장해보험 보장범위확인 상해/생활/운전자/펫/여행/재물/배상 담보,0.82
질병수술비,coverage_focus,질병수술비,5,7600,질병수술비보험,보장범위확인,detailed,N,N,contains,base_massive_v2,수술/입원/간병/장기요양 담보,Y,0.90,Y,질병수술비 질병수술비 질병수술비보험 보장범위확인 수술/입원/간병/장기요양 담보,0.82
질병입원일당,coverage_focus,입원일당,5,7600,입원비보험,보장범위확인,detailed,N,N,contains,base_massive_v2,수술/입원/간병/장기요양 담보,Y,0.90,Y,질병입원일당 입원일당 입원비보험 보장범위확인 수술/입원/간병/장기요양 담보,0.82
집화재,coverage_focus,주택화재보장,5,7600,주택화재보험,보장범위확인,detailed,N,N,contains,base_massive_v2,상해/생활/운전자/펫/여행/재물/배상 담보,Y,0.90,Y,집화재 주택화재보장 주택화재보험 보장범위확인 상해/생활/운전자/펫/여행/재물/배상 담보,0.82
척추협착,coverage_focus,척추수술비,5,7600,수술비보험,보장범위확인,detailed,N,N,contains,base_massive_v2,수술/입원/간병/장기요양 담보,Y,0.90,Y,척추협착 척추수술비 수술비보험 보장범위확인 수술/입원/간병/장기요양 담보,0.82
척추협착증,coverage_focus,척추수술비,5,7600,수술비보험,보장범위확인,detailed,N,N,contains,base_massive_v2,수술/입원/간병/장기요양 담보,Y,0.90,Y,척추협착증 척추수술비 수술비보험 보장범위확인 수술/입원/간병/장기요양 담보,0.82
천식,coverage_focus,호흡기질환,5,7600,유병자보험,보장범위확인,detailed,N,N,contains,base_massive_v2,순환계/성인질환/유병자 담보,Y,0.90,Y,천식 호흡기질환 유병자보험 보장범위확인 순환계/성인질환/유병자 담보,0.82
천식,coverage_focus,천식진단비,5,7600,어린이건강보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,천식 천식진단비 어린이건강보험 보장 치료 진단 수술 태아 어린이 성장 발달,0.82
체외수정,coverage_focus,체외수정치료비,5,7600,난임보험,보장범위확인,detailed,N,N,contains,base_massive_v2,여성/난임/임신출산/생애주기 담보,Y,0.90,Y,체외수정 체외수정치료비 난임보험 보장범위확인 여성/난임/임신출산/생애주기 담보,0.82
출산지원금,coverage_focus,출산보장,5,7600,출산보험,보장범위확인,detailed,N,N,contains,base_massive_v2,여성/난임/임신출산/생애주기 담보,Y,0.90,Y,출산지원금 출산보장 출산보험 보장범위확인 여성/난임/임신출산/생애주기 담보,0.82
출산축하금,coverage_focus,출산보장,5,7600,출산보험,보장범위확인,detailed,N,N,contains,base_massive_v2,여성/난임/임신출산/생애주기 담보,Y,0.90,Y,출산축하금 출산보장 출산보험 보장범위확인 여성/난임/임신출산/생애주기 담보,0.82
충치치료,coverage_focus,충치치료보장,5,7600,치아보존보험,보장범위확인,detailed,N,N,contains,base_massive_v2,치아 보철/보존 담보,Y,0.90,Y,충치치료 충치치료보장 치아보존보험 보장범위확인 치아 보철/보존 담보,0.82
췌장 암,coverage_focus,췌장암진단비,5,7600,암보험,보장범위확인,detailed,N,N,contains,base_massive_v2,부위별 암 담보,Y,0.90,Y,췌장 암 췌장암진단비 암보험 보장범위확인 부위별 암 담보,0.82
치과 ct,coverage_focus,치아촬영보장,5,7600,치아보험,보장범위확인,detailed,N,N,contains,base_massive_v2,치아 보철/보존 담보,Y,0.90,Y,치과 ct 치아촬영보장 치아보험 보장범위확인 치아 보철/보존 담보,0.82
치근단,coverage_focus,치근단수술보장,5,7600,치아보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,치근단 치근단수술보장 치아보험 보장 치료 진단 수술 치아 치과 치료,0.82
치매 진단비,coverage_focus,치매진단비,5,7600,치매진단비보험,보장범위확인,detailed,N,N,contains,base_massive_v2,수술/입원/간병/장기요양 담보,Y,0.90,Y,치매 진단비 치매진단비 치매진단비보험 보장범위확인 수술/입원/간병/장기요양 담보,0.82
치매진단비,coverage_focus,치매진단비,5,7600,치매진단비보험,보장범위확인,detailed,N,N,contains,base_massive_v2,수술/입원/간병/장기요양 담보,Y,0.90,Y,치매진단비 치매진단비 치매진단비보험 보장범위확인 수술/입원/간병/장기요양 담보,0.82
치석제거,coverage_focus,스케일링보장,5,7600,치아보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,치석제거 스케일링보장 치아보험 보장 치료 진단 수술 치아 치과 치료,0.82
치수치료,coverage_focus,신경치료보장,5,7600,치아보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,치수치료 신경치료보장 치아보험 보장 치료 진단 수술 치아 치과 치료,0.82
치아 ct,coverage_focus,치아촬영보장,5,7600,치아보험,보장범위확인,detailed,N,N,contains,base_massive_v2,치아 보철/보존 담보,Y,0.90,Y,치아 ct 치아촬영보장 치아보험 보장범위확인 치아 보철/보존 담보,0.82
치아촬영,coverage_focus,치아촬영보장,5,7600,치아보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,치아촬영 치아촬영보장 치아보험 보장 치료 진단 수술 치아 치과 치료,0.82
치아파노라마,coverage_focus,치아촬영보장,5,7600,치아보험,보장범위확인,detailed,N,N,contains,base_massive_v2,치아 보철/보존 담보,Y,0.90,Y,치아파노라마 치아촬영보장 치아보험 보장범위확인 치아 보철/보존 담보,0.82
치은염,coverage_focus,치주질환보장,5,7600,치아보험,보장범위확인,detailed,N,N,contains,base_massive_v2,치아 보철/보존 담보,Y,0.90,Y,치은염 치주질환보장 치아보험 보장범위확인 치아 보철/보존 담보,0.82
치조골 이식,coverage_focus,치조골이식보장,5,7600,치아보철보험,보장범위확인,detailed,N,N,contains,base_massive_v2,치아 보철/보존 담보,Y,0.90,Y,치조골 이식 치조골이식보장 치아보철보험 보장범위확인 치아 보철/보존 담보,0.82
치조골이식,coverage_focus,치조골이식보장,5,7600,치아보철보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,치조골이식 치조골이식보장 치아보철보험 보장 치료 진단 수술 치아 치과 치료,0.82
치주염,coverage_focus,치주질환보장,5,7600,치아보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,치주염 치주질환보장 치아보험 보장 치료 진단 수술 치아 치과 치료,0.82
침수,coverage_focus,풍수해보장,5,7600,풍수해보험,보장범위확인,detailed,N,N,contains,base_massive_v2,상해/생활/운전자/펫/여행/재물/배상 담보,Y,0.90,Y,침수 풍수해보장 풍수해보험 보장범위확인 상해/생활/운전자/펫/여행/재물/배상 담보,0.82
콜레스테롤,coverage_focus,고지혈증,5,7600,유병자보험,보장범위확인,detailed,N,N,contains,base_massive_v2,순환계/성인질환/유병자 담보,Y,0.90,Y,콜레스테롤 고지혈증 유병자보험 보장범위확인 순환계/성인질환/유병자 담보,0.82
크라운,coverage_focus,크라운보장,5,7600,치아보철보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,크라운 크라운보장 치아보철보험 보장 치료 진단 수술 치아 치과 치료,0.82
크라운치료,coverage_focus,크라운보장,5,7600,치아보험,보장범위확인,detailed,N,N,contains,base_massive_v2,치아 보철/보존 담보,Y,0.90,Y,크라운치료 크라운보장 치아보험 보장범위확인 치아 보철/보존 담보,0.82
태풍,coverage_focus,풍수해보장,5,7600,풍수해보험,보장범위확인,detailed,N,N,contains,base_massive_v2,상해/생활/운전자/펫/여행/재물/배상 담보,Y,0.90,Y,태풍 풍수해보장 풍수해보험 보장범위확인 상해/생활/운전자/펫/여행/재물/배상 담보,0.82
통풍,coverage_focus,만성질환,5,7600,유병자보험,보장범위확인,detailed,N,N,contains,base_massive_v2,순환계/성인질환/유병자 담보,Y,0.90,Y,통풍 만성질환 유병자보험 보장범위확인 순환계/성인질환/유병자 담보,0.82
투석,coverage_focus,만성콩팥병,5,7600,유병자보험,보장범위확인,detailed,N,N,contains,base_massive_v2,순환계/성인질환/유병자 담보,Y,0.90,Y,투석 만성콩팥병 유병자보험 보장범위확인 순환계/성인질환/유병자 담보,0.82
특정암치료비,coverage_focus,암특정치료비,5,7600,암치료비보험,보장범위확인,detailed,N,N,contains,base_massive_v2,최신 암/고액 치료비 담보,N,0.78,Y,특정암치료비 암특정치료비 암치료비보험 보장범위확인 최신 암/고액 치료비 담보,0.82
틱 장애,coverage_focus,정신건강보장,5,7600,정신건강보험,보장범위확인,detailed,N,N,contains,base_massive_v2,태아/어린이/발달 담보,Y,0.90,Y,틱 장애 정신건강보장 정신건강보험 보장범위확인 태아/어린이/발달 담보,0.82
틱장애,coverage_focus,정신건강보장,5,7600,정신건강보험,보장범위확인,detailed,N,N,contains,base_massive_v2,태아/어린이/발달 담보,Y,0.90,Y,틱장애 정신건강보장 정신건강보험 보장범위확인 태아/어린이/발달 담보,0.82
파노라마,coverage_focus,치아촬영보장,5,7600,치아보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,파노라마 치아촬영보장 치아보험 보장 치료 진단 수술 치아 치과 치료,0.82
파킨슨,coverage_focus,노인성질환보장,5,7600,장기요양보험,보장범위확인,detailed,N,N,contains,base_massive_v2,수술/입원/간병/장기요양 담보,Y,0.90,Y,파킨슨 노인성질환보장 장기요양보험 보장범위확인 수술/입원/간병/장기요양 담보,0.82
파킨슨병,coverage_focus,노인성질환보장,5,7600,장기요양보험,보장범위확인,detailed,N,N,contains,base_massive_v2,수술/입원/간병/장기요양 담보,Y,0.90,Y,파킨슨병 노인성질환보장 장기요양보험 보장범위확인 수술/입원/간병/장기요양 담보,0.82
펫배상책임,coverage_focus,펫배상책임,5,7600,펫보험,보장범위확인,detailed,N,N,contains,base_massive_v2,상해/생활/운전자/펫/여행/재물/배상 담보,Y,0.90,Y,펫배상책임 펫배상책임 펫보험 보장범위확인 상해/생활/운전자/펫/여행/재물/배상 담보,0.82
펫장례,coverage_focus,펫장례비,5,7600,펫보험,보장범위확인,detailed,N,N,contains,base_massive_v2,상해/생활/운전자/펫/여행/재물/배상 담보,Y,0.90,Y,펫장례 펫장례비 펫보험 보장범위확인 상해/생활/운전자/펫/여행/재물/배상 담보,0.82
펫피부병,coverage_focus,펫질병치료비,5,7600,펫의료보험,보장범위확인,detailed,N,N,contains,base_massive_v2,상해/생활/운전자/펫/여행/재물/배상 담보,Y,0.90,Y,펫피부병 펫질병치료비 펫의료보험 보장범위확인 상해/생활/운전자/펫/여행/재물/배상 담보,0.82
폐경,coverage_focus,갱년기질환보장,5,7600,여성생애주기보험,보장범위확인,detailed,N,N,contains,base_massive_v2,여성/난임/임신출산/생애주기 담보,Y,0.90,Y,폐경 갱년기질환보장 여성생애주기보험 보장범위확인 여성/난임/임신출산/생애주기 담보,0.82
폐렴,coverage_focus,어린이질병치료비,5,7600,어린이건강보험,보장범위확인,detailed,N,N,contains,base_massive_v2,태아/어린이/발달 담보,Y,0.90,Y,폐렴 어린이질병치료비 어린이건강보험 보장범위확인 태아/어린이/발달 담보,0.82
표적 항암 치료,coverage_focus,표적항암약물치료비,5,7600,항암치료비보험,보장범위확인,detailed,N,N,contains,base_massive_v2,최신 암/고액 치료비 담보,Y,0.90,Y,표적 항암 치료 표적항암약물치료비 항암치료비보험 보장범위확인 최신 암/고액 치료비 담보,0.82
표적항암약물,coverage_focus,표적항암약물치료비,5,7600,항암치료비보험,보장범위확인,detailed,N,N,contains,base_massive_v2,최신 암/고액 치료비 담보,Y,0.90,Y,표적항암약물 표적항암약물치료비 항암치료비보험 보장범위확인 최신 암/고액 치료비 담보,0.82
표적항암약물치료,coverage_focus,표적항암약물치료비,5,7600,항암치료비보험,보장범위확인,detailed,N,N,contains,base_massive_v2,최신 암/고액 치료비 담보,Y,0.90,Y,표적항암약물치료 표적항암약물치료비 항암치료비보험 보장범위확인 최신 암/고액 치료비 담보,0.82
풍수해,coverage_focus,풍수해보장,5,7600,풍수해보험,보장범위확인,detailed,N,N,contains,base_massive_v2,상해/생활/운전자/펫/여행/재물/배상 담보,Y,0.90,Y,풍수해 풍수해보장 풍수해보험 보장범위확인 상해/생활/운전자/펫/여행/재물/배상 담보,0.82
피부병,coverage_focus,펫질병치료비,5,7600,펫의료보험,보장범위확인,detailed,N,N,contains,base_massive_v2,상해/생활/운전자/펫/여행/재물/배상 담보,Y,0.90,Y,피부병 펫질병치료비 펫의료보험 보장범위확인 상해/생활/운전자/펫/여행/재물/배상 담보,0.82
하이푸치료,coverage_focus,하이푸치료비,5,7600,고액치료비보험,보장범위확인,detailed,N,N,contains,base_massive_v2,최신 암/고액 치료비 담보,Y,0.90,Y,하이푸치료 하이푸치료비 고액치료비보험 보장범위확인 최신 암/고액 치료비 담보,0.82
하지정맥류,coverage_focus,하지정맥류수술비,5,7600,수술비보험,보장범위확인,detailed,N,N,contains,base_massive_v2,수술/입원/간병/장기요양 담보,Y,0.90,Y,하지정맥류 하지정맥류수술비 수술비보험 보장범위확인 수술/입원/간병/장기요양 담보,0.82
하지정맥류수술,coverage_focus,하지정맥류수술비,5,7600,수술비보험,보장범위확인,detailed,N,N,contains,base_massive_v2,수술/입원/간병/장기요양 담보,Y,0.90,Y,하지정맥류수술 하지정맥류수술비 수술비보험 보장범위확인 수술/입원/간병/장기요양 담보,0.82
항공기 지연,coverage_focus,항공기지연보장,5,7600,해외여행자보험,보장범위확인,detailed,N,N,contains,base_massive_v2,상해/생활/운전자/펫/여행/재물/배상 담보,Y,0.90,Y,항공기 지연 항공기지연보장 해외여행자보험 보장범위확인 상해/생활/운전자/펫/여행/재물/배상 담보,0.82
항공편 지연,coverage_focus,항공기지연보장,5,7600,해외여행자보험,보장범위확인,detailed,N,N,contains,base_massive_v2,상해/생활/운전자/펫/여행/재물/배상 담보,Y,0.90,Y,항공편 지연 항공기지연보장 해외여행자보험 보장범위확인 상해/생활/운전자/펫/여행/재물/배상 담보,0.82
항암 방사선 치료,coverage_focus,항암방사선치료비,5,7600,항암치료비보험,보장범위확인,detailed,N,N,contains,base_massive_v2,최신 암/고액 치료비 담보,Y,0.90,Y,항암 방사선 치료 항암방사선치료비 항암치료비보험 보장범위확인 최신 암/고액 치료비 담보,0.82
항암 약물 치료,coverage_focus,항암약물치료비,5,7600,항암치료비보험,보장범위확인,detailed,N,N,contains,base_massive_v2,최신 암/고액 치료비 담보,Y,0.90,Y,항암 약물 치료 항암약물치료비 항암치료비보험 보장범위확인 최신 암/고액 치료비 담보,0.82
항암방사선치료,coverage_focus,항암방사선치료비,5,7600,항암치료비보험,보장범위확인,detailed,N,N,contains,base_massive_v2,최신 암/고액 치료비 담보,Y,0.90,Y,항암방사선치료 항암방사선치료비 항암치료비보험 보장범위확인 최신 암/고액 치료비 담보,0.82
항암약물치료,coverage_focus,항암약물치료비,5,7600,항암치료비보험,보장범위확인,detailed,N,N,contains,base_massive_v2,최신 암/고액 치료비 담보,Y,0.90,Y,항암약물치료 항암약물치료비 항암치료비보험 보장범위확인 최신 암/고액 치료비 담보,0.82
항암중입자,coverage_focus,중입자치료비,5,7600,중입자치료비보험,보장범위확인,detailed,N,N,contains,base_massive_v2,최신 암/고액 치료비 담보,Y,0.90,Y,항암중입자 중입자치료비 중입자치료비보험 보장범위확인 최신 암/고액 치료비 담보,0.82
항암호르몬치료,coverage_focus,항암호르몬치료비,5,7600,항암치료비보험,보장범위확인,detailed,N,N,contains,base_massive_v2,최신 암/고액 치료비 담보,Y,0.90,Y,항암호르몬치료 항암호르몬치료비 항암치료비보험 보장범위확인 최신 암/고액 치료비 담보,0.82
해외 의료비,coverage_focus,해외의료비보장,5,7600,해외여행자보험,보장범위확인,detailed,N,N,contains,base_massive_v2,상해/생활/운전자/펫/여행/재물/배상 담보,Y,0.90,Y,해외 의료비 해외의료비보장 해외여행자보험 보장범위확인 상해/생활/운전자/펫/여행/재물/배상 담보,0.82
허리디스크수술,coverage_focus,척추수술비,5,7600,수술비보험,보장범위확인,detailed,N,N,contains,base_massive_v2,수술/입원/간병/장기요양 담보,Y,0.90,Y,허리디스크수술 척추수술비 수술비보험 보장범위확인 수술/입원/간병/장기요양 담보,0.82
허혈성 심장질환,coverage_focus,허혈성심장질환진단비,5,7600,심장질환보험,보장범위확인,detailed,N,N,contains,base_massive_v2,순환계/성인질환/유병자 담보,Y,0.90,Y,허혈성 심장질환 허혈성심장질환진단비 심장질환보험 보장범위확인 순환계/성인질환/유병자 담보,0.82
허혈성심장질환진단비,coverage_focus,허혈성심장질환진단비,5,7600,심장질환보험,보장범위확인,detailed,N,N,contains,base_massive_v2,순환계/성인질환/유병자 담보,Y,0.90,Y,허혈성심장질환진단비 허혈성심장질환진단비 심장질환보험 보장범위확인 순환계/성인질환/유병자 담보,0.82
혈압약,coverage_focus,고혈압,5,7600,유병자보험,보장범위확인,detailed,N,N,contains,base_massive_v2,순환계/성인질환/유병자 담보,Y,0.90,Y,혈압약 고혈압 유병자보험 보장범위확인 순환계/성인질환/유병자 담보,0.82
혈액암,coverage_focus,혈액암진단비,5,7600,암보험,보장범위확인,detailed,N,N,contains,base_massive_v2,부위별 암 담보,Y,0.90,Y,혈액암 혈액암진단비 암보험 보장범위확인 부위별 암 담보,0.82
혈전 제거술,coverage_focus,뇌혈관치료비,5,7600,뇌혈관보험,보장범위확인,detailed,N,N,contains,base_massive_v2,순환계/성인질환/유병자 담보,Y,0.90,Y,혈전 제거술 뇌혈관치료비 뇌혈관보험 보장범위확인 순환계/성인질환/유병자 담보,0.82
혈전용해술,coverage_focus,뇌혈관치료비,5,7600,뇌혈관보험,보장범위확인,detailed,N,N,contains,base_massive_v2,순환계/성인질환/유병자 담보,Y,0.90,Y,혈전용해술 뇌혈관치료비 뇌혈관보험 보장범위확인 순환계/성인질환/유병자 담보,0.82
협심증진단비,coverage_focus,협심증진단비,5,7600,심장질환보험,보장범위확인,detailed,N,N,contains,base_massive_v2,순환계/성인질환/유병자 담보,Y,0.90,Y,협심증진단비 협심증진단비 심장질환보험 보장범위확인 순환계/성인질환/유병자 담보,0.82
형사합의금,coverage_focus,교통사고처리지원금,5,7600,운전자보험,보장범위확인,detailed,N,N,contains,base_massive_v2,상해/생활/운전자/펫/여행/재물/배상 담보,Y,0.90,Y,형사합의금 교통사고처리지원금 운전자보험 보장범위확인 상해/생활/운전자/펫/여행/재물/배상 담보,0.82
호르몬 항암,coverage_focus,항암호르몬치료비,5,7600,항암치료비보험,보장범위확인,detailed,N,N,contains,base_massive_v2,최신 암/고액 치료비 담보,Y,0.90,Y,호르몬 항암 항암호르몬치료비 항암치료비보험 보장범위확인 최신 암/고액 치료비 담보,0.82
